Source,Target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights,user_type
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Student99,Teacher4,directed,user_graph,12,0,0,0,12,Student
Teacher4,Teacher4,directed,user_graph,12,0,0,0,12,Teacher
Student34,Teacher2,directed,user_graph,12,0,0,0,12,Student
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Student34,Teacher2,directed,user_graph,12,0,0,0,12,Student
Student34,Teacher2,directed,user_graph,12,0,0,0,12,Student
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Student34,Teacher2,directed,user_graph,12,0,0,0,12,Student
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Teacher2,Teacher2,directed,user_graph,12,0,0,0,12,Teacher
Student1,Teacher6,directed,user_graph,12,0,0,0,12,Student
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Student1,Teacher6,directed,user_graph,12,0,0,0,12,Student
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,1,13,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Teacher6,Teacher6,directed,user_graph,12,0,0,0,12,Teacher
Student36,Teacher6,directed,user_graph,12,0,0,0,12,Student
Teacher6,Teacher6,directed,user_graph,12,0,0,1,13,Teacher
Student51,Student51,directed,user_graph,12,0,0,0,12,Student
Student6,Student51,directed,user_graph,12,0,0,0,12,Student
Student1,Student51,directed,user_graph,12,0,0,0,12,Student
Student82,Student51,directed,user_graph,12,0,0,0,12,Student
Student59,Student51,directed,user_graph,12,0,0,0,12,Student
Student80,Student51,directed,user_graph,12,0,0,0,12,Student
Student73,Student51,directed,user_graph,12,0,0,0,12,Student
Student85,Student51,directed,user_graph,12,0,0,0,12,Student
Student79,Student51,directed,user_graph,12,0,0,0,12,Student
Student9,Student51,directed,user_graph,12,0,0,0,12,Student
Student29,Student51,directed,user_graph,12,0,0,0,12,Student
Student22,Student51,directed,user_graph,12,0,0,0,12,Student
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student8,Teacher2,directed,user_graph,13,0,0,1,14,Student
Student8,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student56,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Student67,Teacher6,directed,user_graph,13,0,0,0,13,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Student67,Teacher6,directed,user_graph,13,0,0,1,14,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Student67,Teacher6,directed,user_graph,13,0,0,1,14,Student
Student24,Teacher6,directed,user_graph,13,0,0,0,13,Student
Student24,Teacher6,directed,user_graph,13,0,0,0,13,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Student24,Teacher6,directed,user_graph,13,0,0,1,14,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,0,13,Teacher
Teacher6,Teacher6,directed,user_graph,13,0,0,1,14,Teacher
Student2,Student10,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Student58,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,0,13,Teacher
Teacher2,Teacher2,directed,user_graph,13,0,0,1,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
Teacher4,Teacher4,directed,user_graph,14,0,0,0,14,Teacher
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
Teacher2,Teacher2,directed,user_graph,16,0,0,0,16,Teacher
Student11,Student95,directed,user_graph,16,0,0,0,16,Student
Student6,Student95,directed,user_graph,16,0,0,0,16,Student
Student100,Student95,directed,user_graph,16,0,0,0,16,Student
Student59,Student95,directed,user_graph,16,0,0,0,16,Student
Student80,Student95,directed,user_graph,16,0,0,0,16,Student
Student55,Student95,directed,user_graph,16,0,0,0,16,Student
Student85,Student95,directed,user_graph,16,0,0,0,16,Student
Student43,Student95,directed,user_graph,16,0,0,0,16,Student
Student71,Student95,directed,user_graph,16,0,0,0,16,Student
Student76,Student95,directed,user_graph,16,0,0,0,16,Student
Student74,Student95,directed,user_graph,16,0,0,0,16,Student
Student88,Student95,directed,user_graph,16,0,0,0,16,Student
Teacher2,Student95,directed,user_graph,16,0,0,0,16,Teacher
Student79,Student95,directed,user_graph,16,0,0,0,16,Student
Student96,Student95,directed,user_graph,16,0,0,0,16,Student
Student101,Student95,directed,user_graph,16,0,0,0,16,Student
Student6,Student17,directed,user_graph,18,0,0,0,18,Student
Student11,Student17,directed,user_graph,18,0,0,0,18,Student
Student100,Student17,directed,user_graph,18,0,0,0,18,Student
Student71,Student17,directed,user_graph,18,0,0,0,18,Student
Student26,Student17,directed,user_graph,18,0,0,0,18,Student
Student22,Student17,directed,user_graph,18,0,0,0,18,Student
Student51,Student17,directed,user_graph,18,0,0,0,18,Student
Student42,Student17,directed,user_graph,18,0,0,0,18,Student
Student35,Student17,directed,user_graph,18,0,0,0,18,Student
Student55,Student17,directed,user_graph,18,0,0,0,18,Student
Student1,Student17,directed,user_graph,18,0,0,0,18,Student
Student55,Student17,directed,user_graph,18,0,0,0,18,Student
Student95,Student17,directed,user_graph,18,0,0,0,18,Student
Student85,Student17,directed,user_graph,18,0,0,0,18,Student
Student54,Student17,directed,user_graph,18,0,0,0,18,Student
Student48,Student17,directed,user_graph,18,0,0,0,18,Student
Student8,Student17,directed,user_graph,18,0,0,0,18,Student
Student24,Student17,directed,user_graph,18,0,0,0,18,Student
Student85,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student51,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student9,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student17,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student34,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student21,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student41,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student97,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student6,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student80,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student60,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student24,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student32,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student71,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student8,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student35,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student39,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student10,Teacher2,directed,user_graph,19,0,0,0,19,Student
Student96,Teacher2,directed,user_graph,19,0,0,0,19,Student
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Student34,Teacher2,directed,user_graph,22,0,0,0,22,Student
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Student10,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student11,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student9,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student86,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student24,Teacher2,directed,user_graph,22,0,0,0,22,Student
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Student91,Teacher2,directed,user_graph,22,0,0,0,22,Student
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Teacher2,Teacher2,directed,user_graph,22,0,0,0,22,Teacher
Student73,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student30,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student6,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student44,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student33,Teacher2,directed,user_graph,22,0,0,0,22,Student
Student44,Teacher2,directed,user_graph,22,0,0,1,23,Student
