User Name,Order of Submission (1=first),Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 10 text,Question 11 text,Question 12 text,Question 13 text,Question 14 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text,Question 22 text,Question 23 text,Question 24 text,Question 25 text,Question 26 text,Question 27 text,Question 28 text,Question 29 text,Question 30 text,Question 31 text,Question 32 text,Question 33 text,Question 34 text
User182,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User19,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User185,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,3 - Disagree Slightly,On Piazza,No Answer,1 - Never,1 - Never,2 - Rarely,1 - Never,4 - Frequently,5 - Always,4 - Frequently,1 - Never,4 - Frequently,1 - Never,Never,Never,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User186,1,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,2 - Rarely,Occasionally,Never,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User188,1,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,All of them,Once per day,4 - About Right,6 - Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,On Piazza|Via HipChat,No Answer,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,5 - Always,2 - Rarely,4 - Frequently,5 - Always,Rarely,Occasionally,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User40,1,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,All of them,Multiple times daily,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza|Via the OMS Google Plus group,No Answer,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,5 - Always,1 - Never,4 - Frequently,1 - Never,Never,Never,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User289,1,0,Neither confident nor unconfident,12 - 15 hours per week,20 to 25,Most of them,A few times a week,4 - About Right,5 - A Little Too Hard,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,1 - Strongly Disagree,On Piazza,No Answer,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,Frequently,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User357,1,0,Neither confident nor unconfident,3 - 6 hours per week,20 to 25,Most of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza|Via the OMS Google Plus group,No Answer,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,5 - Always,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,Frequently,Frequently,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User66,1,0,Very confident,21 or more hours per week,20 to 25,Most of them,Once per week,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,1 - Strongly Disagree,6 - Agree,No Answer,No Answer,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,1 - Never,4 - Frequently,1 - Never,4 - Frequently,4 - Frequently,Occasionally,Rarely,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User37,1,0,Very confident,3 - 6 hours per week,5 to 10,A few of them,Once per day,No Answer,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,4 - Frequently,4 - Frequently,1 - Never,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,Never,Never,N/A - I have not taken any other OMS classes.,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,N/A - I have not taken any other OMS classes.,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User302,1,0,Somewhat confident,18 - 21 hours per week,All 26,Most of them,A few times a week,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,4 - Frequently,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User189,1,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,A few times a week,4 - About Right,4 - About Right,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,3 - Disagree Slightly,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User190,1,0,Somewhat confident,15 - 18 hours per week,All 26,Most of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,1 - Strongly Disagree,On Piazza,No Answer,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,Occasionally,Never,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,7 - Excellent
User67,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User191,1,0,Very confident,<3 hours per week,10 to 15,A few of them,A couple times a month,4 - About Right,4 - About Right,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,N/A - I have not used Piazza significantly.,7 - Strongly Agree,On Piazza,No Answer,2 - Rarely,5 - Always,1 - Never,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,2 - Rarely,Never,Rarely,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User68,1,0,Somewhat unconfident,21 or more hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,On Piazza,No Answer,1 - Never,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,5 - Always,1 - Never,4 - Frequently,1 - Never,Never,Never,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User192,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,4 - About Right,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,On Piazza|Via HipChat,No Answer,1 - Never,2 - Rarely,3 - Occasionally,4 - Frequently,4 - Frequently,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,5 - Always,Occasionally,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User193,1,0,Somewhat confident,15 - 18 hours per week,All 26,Most of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,On Piazza|Via E-Mail|Via the OMS Google Plus group,No Answer,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User303,1,0,Very confident,9 - 12 hours per week,All 26,All of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,3 - Occasionally,Never,Never,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User69,1,0,Neither confident nor unconfident,12 - 15 hours per week,All 26,Most of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,3 - Occasionally,Never,Rarely,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User304,1,0,Somewhat confident,12 - 15 hours per week,20 to 25,Most of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,7 - Enormously Better than other OMS classes,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Significantly Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User194,1,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,Around half of them,A few times a week,6 - Too Fast,5 - A Little Too Hard,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,2 - Rarely,4 - Frequently,1 - Never,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,1 - Never,Never,Never,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User70,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User378,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User195,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User71,1,0,Somewhat confident,15 - 18 hours per week,All 26,Most of them,Once per day,4 - About Right,4 - About Right,6 - Agree,No Answer,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,No Answer,No Answer,1 - Never,1 - Never,5 - Always,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,N/A - I have not taken any college courses outside the OMS.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User305,1,0,Neither confident nor unconfident,21 or more hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,6 - Too Hard,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza,No Answer,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,Rarely,Always,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User196,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User74,1,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via the OMS Google Plus group,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,4 - Frequently,4 - Frequently,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,3 - Occasionally,Occasionally,Rarely,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,2 - Not as Good as other college courses.,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - Fair
User346,1,0,Somewhat confident,21 or more hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,6 - Too Hard,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,On Piazza,No Answer,1 - Never,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,Frequently,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User20,1,0,Somewhat confident,12 - 15 hours per week,15 to 20,Around half of them,Multiple times daily,4 - About Right,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,3 - Disagree Slightly,On Piazza|Via HipChat,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,Never,Never,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User197,1,0,Very confident,15 - 18 hours per week,All 26,A few of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,Rarely,Never,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User75,1,0,Somewhat confident,12 - 15 hours per week,15 to 20,Around half of them,A few times a week,6 - Too Fast,6 - Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,On Piazza,No Answer,2 - Rarely,4 - Frequently,1 - Never,5 - Always,3 - Occasionally,5 - Always,5 - Always,2 - Rarely,3 - Occasionally,5 - Always,Never,Never,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Significantly Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User31,1,0,Somewhat confident,12 - 15 hours per week,20 to 25,Around half of them,A few times a week,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza,No Answer,3 - Occasionally,5 - Always,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User198,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User347,1,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,A couple times a month,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,5 - Agree Slightly,Via E-Mail|Via Phone or Teleconferencing|Via another chat application,No Answer,2 - Rarely,4 - Frequently,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User348,1,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,On Piazza|Via HipChat|Via the OMS Google Plus group,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,5 - Always,Occasionally,Frequently,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User76,1,0,Somewhat confident,9 - 12 hours per week,15 to 20,Around half of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza|Via Phone or Teleconferencing,No Answer,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,Never,Frequently,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User21,1,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,A few times a week,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza,No Answer,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User77,1,0,Neither confident nor unconfident,15 - 18 hours per week,All 26,Around half of them,Once per week,4 - About Right,4 - About Right,4 - Neither Agree nor Disagree,3 - Disagree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,No Answer,No Answer,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,4 - Frequently,2 - Rarely,Occasionally,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User365,1,0,Very confident,18 - 21 hours per week,20 to 25,Most of them,Multiple times daily,3 - A Little Too Slow,3 - A Little Too Easy,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,No Answer,No Answer,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User307,1,0,Somewhat unconfident,9 - 12 hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via E-Mail|Other (please specify below),Skype,2 - Rarely,3 - Occasionally,1 - Never,2 - Rarely,4 - Frequently,5 - Always,5 - Always,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User291,1,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Once per day,4 - About Right,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,3 - Disagree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,3 - Disagree Slightly,On Piazza|Other (please specify below),via office hours Google Hangout,2 - Rarely,4 - Frequently,4 - Frequently,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,2 - Rarely,Occasionally,Never,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Very Good
User200,1,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,3 - A Little Too Easy,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via the OMS Google Plus group,No Answer,2 - Rarely,2 - Rarely,1 - Never,1 - Never,3 - Occasionally,5 - Always,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Occasionally,Rarely,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Very Good
User38,1,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,Most of them,Multiple times daily,5 - A Little Too Fast,5 - A Little Too Hard,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,5 - Agree Slightly,6 - Agree,6 - Agree,On Piazza,No Answer,4 - Frequently,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,Never,Never,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User201,1,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail|Meeting in Person,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,5 - Always,4 - Frequently,3 - Occasionally,3 - Occasionally,5 - Always,Frequently,Rarely,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User202,1,0,Very unconfident,15 - 18 hours per week,All 26,All of them,A few times a week,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,No Answer,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,1 - Never,Occasionally,Never,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User22,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A couple times a month,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,No Answer,No Answer,1 - Never,1 - Never,4 - Frequently,1 - Never,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
