User Name,Order of Submission (1=first),Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 10 text,Question 11 text,Question 12 text,Question 13 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text
User37,1,0,No Answer,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat unconfident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,N/A - I have not taken any other OMS classes.,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,N/A - I have not taken any other OMS classes.,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User302,1,0,CS6250: Computer NetworLast192,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Somewhat confident,Somewhat unconfident,6 - Too Fast,6 - Too Hard,6 - Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User189,1,0,CS7641: Machine Learning|CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6310: Software Architecture and Design,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat unconfident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User190,1,0,CS6250: Computer NetworLast192|CS6440: Health Informatics,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,No Answer,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,2 - Disagree,On Piazza|Via E-Mail,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User67,No submission,,,,,,,,,,,,,,,,,,,,,
User191,1,0,CS6475: Computational Photography,"My agent used visual representations exclusively; however, I did experiment with the verbal representations after Project 1's deadline (but my submitted agent does not use them).",Very unconfident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,3 - Disagree Slightly,2 - Disagree,5 - Agree Slightly,6 - Agree,N/A - I have not used Piazza significantly.,7 - Strongly Agree,No Answer,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,3 - Not Quite as Good as other OMS classes,4 - About the Same as non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - Fair
User68,1,0,CS6250: Computer NetworLast192,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Somewhat confident,Somewhat unconfident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,On Piazza,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User192,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192|CS6310: Software Architecture and Design|CS6440: Health Informatics,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Somewhat confident,Somewhat unconfident,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,6 - Agree,On Piazza|Via HipChat,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User193,1,0,CS4495: Computer Vision,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,On Piazza|Via E-Mail|Via the OMS Google Plus group,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User303,1,0,CS7641: Machine Learning,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Somewhat confident,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,6 - Agree,No Answer,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User69,1,0,CS8803: AI for Robotics|CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very unconfident,Somewhat unconfident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User304,1,0,CS6300: Software Development Processes,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User194,1,0,No Answer,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,On Piazza,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User70,1,0,CS6250: Computer NetworLast192,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,3 - A Little Too Easy,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza|Via E-Mail|Via HipChat|Via another chat application,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User378,No submission,,,,,,,,,,,,,,,,,,,,,
User195,1,0,No Answer,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via E-Mail,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User71,1,0,CS8803: AI for Robotics,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Very confident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,No Answer,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User305,1,0,CS6250: Computer NetworLast192,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat confident,Neither confident nor unconfident,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User196,No submission,,,,,,,,,,,,,,,,,,,,,
User74,1,0,CS8803: AI for Robotics|CS6300: Software Development Processes|CS6475: Computational Photography,My agent used an even mix of verbal representations and visual representations.,Somewhat confident,Neither confident nor unconfident,6 - Too Fast,5 - A Little Too Hard,6 - Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,6 - Agree,6 - Agree,On Piazza|Via the OMS Facebook page|Via the OMS Google Plus group,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User346,1,0,CS6300: Software Development Processes|CS8803: Introduction to Operating Systems,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Somewhat confident,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User20,1,0,CS7641: Machine Learning,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,3 - Disagree Slightly,7 - Strongly Agree,1 - Strongly Disagree,On Piazza|Via HipChat,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User197,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Very confident,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza|Via E-Mail,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User75,1,0,"CS6505: Computability, Complexity & Algorithms",My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Very confident,6 - Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User31,1,0,CS6250: Computer NetworLast192|CS6310: Software Architecture and Design|CS8803: Introduction to Operating Systems,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Neither confident nor unconfident,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User198,No submission,,,,,,,,,,,,,,,,,,,,,
User347,1,0,CS6310: Software Architecture and Design,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Very confident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,6 - Agree,No Answer,6 - Agree,N/A - I have not used Piazza significantly.,5 - Agree Slightly,Via E-Mail|Via another chat application,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User348,1,0,CS6300: Software Development Processes,My agent used an even mix of verbal representations and visual representations.,Very confident,Somewhat confident,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,No Answer,5 - Agree Slightly,7 - Strongly Agree,On Piazza|Other (please specify below),No Answer,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User76,No submission,,,,,,,,,,,,,,,,,,,,,
User21,1,0,"CS6505: Computability, Complexity & Algorithms|CS8803: Introduction to Operating Systems",My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User77,No submission,,,,,,,,,,,,,,,,,,,,,
User365,1,0,CS6300: Software Development Processes,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Somewhat confident,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,2 - Disagree,On Piazza,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
User307,1,0,CS6300: Software Development Processes|CS6310: Software Architecture and Design,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,6 - Too Fast,5 - A Little Too Hard,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza|Via E-Mail|Via Phone or Teleconferencing,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User291,1,0,CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,6 - Agree,3 - Disagree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,On Piazza|Other (please specify below),5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,5 - Good
User200,1,0,CS7641: Machine Learning,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat confident,3 - A Little Too Slow,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,On Piazza,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,6 - Very Good
User38,1,0,CS7641: Machine Learning,My agent used an even mix of verbal representations and visual representations.,Very confident,Neither confident nor unconfident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,On Piazza,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User201,1,0,CS6210: Advanced Operating Systems|CS6310: Software Architecture and Design,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Neither confident nor unconfident,Very unconfident,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail|Meeting in Person,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User202,No submission,,,,,,,,,,,,,,,,,,,,,
User22,1,0,CS6290: High-Performance Computer Architecture,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Very unconfident,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,No Answer,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User203,1,0,CS6250: Computer NetworLast192|CS6210: Advanced Operating Systems,"My agent primarily used visual representations, although it also used the verbal representations in some places.",Somewhat confident,Very confident,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User78,1,0,CS8803: AI for Robotics,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Neither confident nor unconfident,Neither confident nor unconfident,5 - A Little Too Fast,4 - About Right,5 - Agree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail,3 - Not Quite as Good as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,3 - Not Quite as Good as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User204,1,0,CS7641: Machine Learning|CS6300: Software Development Processes,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Neither confident nor unconfident,Neither confident nor unconfident,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza|Via E-Mail,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User371,1,0,CS6475: Computational Photography,"My agent used visual representations exclusively; however, I did experiment with the verbal representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Neither confident nor unconfident,4 - About Right,4 - About Right,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,5 - Agree Slightly,3 - Disagree Slightly,On Piazza,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,4 - Fair
User205,1,0,CS6300: Software Development Processes|CS8803: Introduction to Operating Systems,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very unconfident,Very unconfident,6 - Too Fast,6 - Too Hard,2 - Disagree,7 - Strongly Agree,2 - Disagree,1 - Strongly Disagree,N/A - I have not used Piazza significantly.,7 - Strongly Agree,On Piazza|Via the OMS Facebook page,3 - Not Quite as Good as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,2 - Not as Good as other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,3 - Poor
User206,1,0,CS7641: Machine Learning,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,Neither confident nor unconfident,3 - A Little Too Slow,3 - A Little Too Easy,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,On Piazza|Via E-Mail,2 - Not as Good as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,2 - Not as Good as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User208,1,0,CS7641: Machine Learning,My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat confident,No Answer,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,On Piazza|Via HipChat|Via the OMS Google Plus group,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User41,1,0,CS8803: AI for Robotics|CS7641: Machine Learning,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat confident,Somewhat confident,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,Meeting in Person,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User48,1,0,"CS8803: AI for Robotics|CS7641: Machine Learning|CS6300: Software Development Processes|CS6505: Computability, Complexity & Algorithms|CS6290: High-Performance Computer Architecture|CS4495: Computer Vision",My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Somewhat unconfident,Somewhat confident,3 - A Little Too Slow,3 - A Little Too Easy,3 - Disagree Slightly,2 - Disagree,2 - Disagree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,4 - About the Same as other college courses.,2 - Not as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,4 - About the Same as other college courses.,3 - Poor
User80,1,0,CS6300: Software Development Processes|CS6250: Computer NetworLast192,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Somewhat confident,Somewhat unconfident,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,On Piazza,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User81,1,0,No Answer,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very unconfident,Very confident,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,On Piazza,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User82,1,0,CS7641: Machine Learning,"My agent used verbal representations exclusively; however, I did experiment with the visual representations after Project 1's deadline (but my submitted agent does not use them).",Very confident,Somewhat confident,6 - Too Fast,5 - A Little Too Hard,2 - Disagree,2 - Disagree,4 - Neither Agree nor Disagree,3 - Disagree Slightly,6 - Agree,1 - Strongly Disagree,On Piazza|Via HipChat,2 - Not as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,2 - Not as Good as other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User326,1,0,No Answer,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Somewhat unconfident,Somewhat confident,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,No Answer,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,N/A - I have not taken any college courses outside the OMS.,6 - Very Good
User327,1,0,CS6250: Computer NetworLast192,"My agent primarily used verbal representations, although it also used the visual representations in some places.",Very confident,Somewhat unconfident,6 - Too Fast,5 - A Little Too Hard,3 - Disagree Slightly,5 - Agree Slightly,3 - Disagree Slightly,5 - Agree Slightly,5 - Agree Slightly,3 - Disagree Slightly,On Piazza,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Enormously Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User83,1,0,CS6290: High-Performance Computer Architecture|CS6475: Computational Photography,My agent used verbal representations exclusively; I did not even touch the visual representations after Project 1's deadline.,Very confident,Neither confident nor unconfident,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza|Meeting in Person,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User84,1,0,"CS6505: Computability, Complexity & Algorithms",My agent used visual representations exclusively; I did not even touch the verbal representations after Project 1's deadline.,Very confident,Neither confident nor unconfident,4 - About Right,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,3 - Disagree Slightly,7 - Strongly Agree,7 - Strongly Agree,On Piazza,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - Good
